subcategory_name,subcategory_series,category_name,code,columns,sequence_padding
Current sense Transformer,4,Transformer,1104,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
Driver Transformer,6,Transformer,1106,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
Isolation Transformer,7,Transformer,1107,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
LF Transformer,3,Transformer,1103,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
Misc Transformer,9,Transformer,1109,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
Transformer SMT,1,Transformer,1101,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
Transformer Thorughole,2,Transformer,1102,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
Voltage sense transformer,5,Transformer,1105,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;operating_temprature:varchar;package_size:varchar;package_height:varchar;board_number:varchar;ref_des_in_board:varchar;current_rating:varchar;leakage_inductance:varchar;core:varchar;bobbin:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar,4
Array,6,Transistor,1046,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Darlington,4,Transistor,1044,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
IGBT,5,Transistor,1045,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
NPN,2,Transistor,1042,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Photo Transistor,3,Transistor,1043,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
PNP,1,Transistor,1041,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Array,6,Transistor,1046,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Darlington,4,Transistor,1044,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
IGBT,5,Transistor,1045,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Misc Other,9,Transistor,1049,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
NPN,2,Transistor,1042,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Photo Transistor,3,Transistor,1043,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
PNP,1,Transistor,1041,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;operating_temperature:varchar;package_size:varchar;package_height:varchar;mounting_type:varchar;no_of_pins:varchar;collector_emitter_voltage:varchar;emitter_base_voltage:varchar;collector_emitter_saturation_voltage:varchar;dc_collector_current:varchar;gain_hfe:varchar;configuration:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Bakellite Washer,5,Washer,1535,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;schematic_part1:varchar;size:varchar;material:varchar;thickness:varchar;color:varchar;finish:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Plain Washer,1,Washer,1531,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;schematic_part1:varchar;size:varchar;material:varchar;thickness:varchar;color:varchar;finish:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Plastic Washer,3,Washer,1533,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;schematic_part1:varchar;size:varchar;material:varchar;thickness:varchar;color:varchar;finish:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Spring Washer,2,Washer,1532,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;schematic_part1:varchar;size:varchar;material:varchar;thickness:varchar;color:varchar;finish:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
Teflon Washer,4,Washer,1534,category:varchar;part_type:varchar;value:varchar;description:varchar;schematic_part:varchar;company_part_status:varchar;mounting_type:varchar;no_of_pins:varchar;schematic_part1:varchar;size:varchar;material:varchar;thickness:varchar;color:varchar;finish:varchar;misc_1:varchar;misc_2:varchar;misc_3:varchar;remarks:varchar,4
